# 5 kg/s Parallel,10 kg/s Parallel,15 kg/s Parallel,20 kg/s Parallel,25 kg/s Parallel,30 kg/s Parallel,35 kg/s Parallel,40 kg/s Parallel,45 kg/s Parallel,50 kg/s Parallel,5 kg/s Non-Parallel,10 kg/s Non-Parallel,15 kg/s Non-Parallel,20 kg/s Non-Parallel,25 kg/s Non-Parallel,30 kg/s Non-Parallel,35 kg/s Non-Parallel,40 kg/s Non-Parallel,45 kg/s Non-Parallel,50 kg/s Non-Parallel
4.720519625754221948e+01,1.002155602079378554e+02,1.581643123202975403e+02,2.206615410504090562e+02,2.874531704128285696e+02,3.583518486871128630e+02,4.332099161573850665e+02,5.119060277114796236e+02,5.943375660853066620e+02,6.804159289391809580e+02,4.207536741811444614e+01,9.362590151424599583e+01,1.530038708682183426e+02,2.194118178032809681e+02,2.923095842074103530e+02,3.712891710088582613e+02,4.560241713590115751e+02,5.462439605237171918e+02,6.417186214910840363e+02,7.422493193933584053e+02
4.720300012782428212e+01,1.002067217663213228e+02,1.581442694715955497e+02,2.206255837503041732e+02,2.873964186202993005e+02,3.582692364242271310e+02,4.330961798318481897e+02,5.117556975992222306e+02,5.941449602381901514e+02,6.801751489952335987e+02,4.207216805546899252e+01,9.361432692761943031e+01,1.529799483996031881e+02,2.193723263235512491e+02,2.922517828235244792e+02,3.712106143438006143e+02,4.559225771687141560e+02,5.461171120835947477e+02,6.415642943492085806e+02,7.420652258033109092e+02
4.720092947412940987e+01,1.001983882830467252e+02,1.581253715883127029e+02,2.205916801918296812e+02,2.873429075013599459e+02,3.581913400967986831e+02,4.329889337501838895e+02,5.116139421656150716e+02,5.939633349382812639e+02,6.799480883313345885e+02,4.206915111990253564e+01,9.360341162105264345e+01,1.529573881110557068e+02,2.193350842267104781e+02,2.921972763943800828e+02,3.711365412384243427e+02,4.558267903044562672e+02,5.459975274275597030e+02,6.414188216443540114e+02,7.418917159502921095e+02
4.719897491662640476e+01,1.001905220128744247e+02,1.581075330962983969e+02,2.205596769107662283e+02,2.872923949678375948e+02,3.581178075379021948e+02,4.328876934611667480e+02,5.114801217021381490e+02,5.937918714724183928e+02,6.797337247083321472e+02,4.206630300755674057e+01,9.359310649340015686e+01,1.529360885876713212e+02,2.192999239804370575e+02,2.921458192717969382e+02,3.710666169412933755e+02,4.557363763876601865e+02,5.458846621024233627e+02,6.412815382002889919e+02,7.417279928855195976e+02
4.719712793585213007e+01,1.001830886725027625e+02,1.580906762689708387e+02,2.205294345130088516e+02,2.872446611198155892e+02,3.580483188446360145e+02,4.327920188746605845e+02,5.113536550439272332e+02,5.936298260029631138e+02,6.795311293066902181e+02,4.206361135885168778e+01,9.358336692804704171e+01,1.529159576734663517e+02,2.192666933549666339e+02,2.920971882713415084e+02,3.710005373645815325e+02,4.556509409119543648e+02,5.457780217482846865e+02,6.411518401946029826e+02,7.415733333572616175e+02
4.719538077971954948e+01,1.001760570664238230e+02,1.580747303793307026e+02,2.205008261545827395e+02,2.871995058495159583e+02,3.579825828955147813e+02,4.327015094759011617e+02,5.112340132580771979e+02,5.934765215012288309e+02,6.793394566702404518e+02,4.206106492442773259e+01,9.357415231052988247e+01,1.528969114758485546e+02,2.192352537767956733e+02,2.920511802524035261e+02,3.709380257745649487e+02,4.555701249299705751e+02,5.456771566658155734e+02,6.410291784868983314e+02,7.414270797749726398e+02
4.719372638204287540e+01,1.001693987591073238e+02,1.580596309569766333e+02,2.204737362098286440e+02,2.871567467417082185e+02,3.579203342986198777e+02,4.326158001313428940e+02,5.111207141115951913e+02,5.933313406765605578e+02,6.791579358901096839e+02,4.205865344764621483e+01,9.356542560559458366e+01,1.528788734926905875e+02,2.192054788852807690e+02,2.920076099969534766e+02,3.708788298914705592e+02,4.554936012748991629e+02,5.455816570589571484e+02,6.409130527787507390e+02,7.412886331780254068e+02
4.719215829098568804e+01,1.001630877870896370e+02,1.580453191355315141e+02,2.204480591015931452e+02,2.871162172294027641e+02,3.578613307106602406e+02,4.325345574039519079e+02,5.110133172109107704e+02,5.931937197630933269e+02,6.789858628571104191e+02,4.205636756131864473e+01,9.355715298546724057e+01,1.528617738450610375e+02,2.191772532640528368e+02,2.919663083455951664e+02,3.708227193417659464e+02,4.554210712423475798e+02,5.454911488586855057e+02,6.408030064889429696e+02,7.411574470680269542e+02
4.719067060605111408e+01,1.001571004054900413e+02,1.580317410781099170e+02,2.204236982712999122e+02,2.870777649700005441e+02,3.578053504763298065e+02,4.324574763084965525e+02,5.109114197213333455e+02,5.930631430473539467e+02,6.788225934371829453e+02,4.205419869677110967e+01,9.354930350237253833e+01,1.528455486012555582e+02,2.191504713234844246e+02,2.919271205558561633e+02,3.707694834148073824e+02,4.553522616695121883e+02,5.454052900481161714e+02,6.406986222455719826e+02,7.410330219855028417e+02
4.718925792250900741e+01,1.001514148643506417e+02,1.580188474703600150e+02,2.204005652700888618e+02,2.870412504122732003e+02,3.577521905449548854e+02,4.323842774477380431e+02,5.108146525887402163e+02,5.929391380374718210e+02,6.786675374463285380e+02,4.205213900355498424e+01,9.354184879939454333e+01,1.528301391799297733e+02,2.191250363139946558e+02,2.918899048529359561e+02,3.707189290829875290e+02,4.552869223582001155e+02,5.453237674213102082e+02,6.405995179115246856e+02,7.409149007299881760e+02
4.718791528222833875e+01,1.001460112108438665e+02,1.580065930721106611e+02,2.203785789550470611e+02,2.870065455289570764e+02,3.577016646278304393e+02,4.323147044793244049e+02,5.107226771972960364e+02,5.928212711894614131e+02,6.785201533198145398e+02,4.205018127842657094e+01,9.353476285462066642e+01,1.528154918219302658e+02,2.191008594529920401e+02,2.918545311475875792e+02,3.706708792505966699e+02,4.552248237961919699e+02,5.452462937182364158e+02,6.405053430724135524e+02,7.408026641376605994e+02
4.718663813011754371e+01,1.001408711139860515e+02,1.579949363200538244e+02,2.203576647768556711e+02,2.869735326934948034e+02,3.576536015650015088e+02,4.322485218704306931e+02,5.106351824065949359e+02,5.927091441183777079e+02,6.783799433857158192e+02,4.204831890238225611e+01,9.352802175427244435e+01,1.528015571219313529e+02,2.190778591507273916e+02,2.918208798994346580e+02,3.706251712016874649e+02,4.551657551381149460e+02,5.451726050867898721e+02,6.404157759264115839e+02,7.406959273434456463e+02
4.718542227543789380e+01,1.001359777089729732e+02,1.579838389748915688e+02,2.203377541471774350e+02,2.869421036824097655e+02,3.576078438746922075e+02,4.321855129034092897e+02,5.105518819198399569e+02,5.926023902324926667e+02,6.782464496657779591e+02,4.204654578471923543e+01,9.352160349113638915e+01,1.527882896122870022e+02,2.190559603224888576e+02,2.917888411071970722e+02,3.705816552215331399e+02,4.551095224125930940e+02,5.451024588298882918e+02,6.403305205243018463e+02,7.405943364649890555e+02
4.718426385738687401e+01,1.001313154586781877e+02,1.579732658073731386e+02,2.203187838757281725e+02,2.869121587875914656e+02,3.575642464624296508e+02,4.321254779008796163e+02,5.104725119414366645e+02,5.925006717373727270e+02,6.781192501374366657e+02,4.204485631324720885e+01,9.351548778510540672e+01,1.527756473925144860e+02,2.190350937762782735e+02,2.917583134098817368e+02,3.705401933698086054e+02,4.550559469271321973e+02,5.450356314016200940e+02,6.402493043153314147e+02,7.404975656549622727e+02
4.718315931440706379e+01,1.001268700301756667e+02,1.579631843183808257e+02,2.203006956684083093e+02,2.868836060248078752e+02,3.575226754700784113e+02,4.320682326430996341e+02,5.103968290882103815e+02,5.924036769641256797e+02,6.779979554000179860e+02,4.204324530989332942e+01,9.350965592312628871e+01,1.527635917988299639e+02,2.190151956666808246e+02,2.917292032852263333e+02,3.705006583867417476e+02,4.550048638462180293e+02,5.449719166214356392e+02,6.401718759607429092e+02,7.404053144756330767e+02
4.718210535677464890e+01,1.001226281844575539e+02,1.579535644889332104e+02,2.202834356790272921e+02,2.868563604267382061e+02,3.574830072477213889e+02,4.320136069541832740e+02,5.103246085233353142e+02,5.923111179823673638e+02,6.778822056959593283e+02,4.204170799103006573e+01,9.350409061617367001e+01,1.527520871088223657e+02,2.189962070068363289e+02,2.917014243335418087e+02,3.704629327159933609e+02,4.549561209214397763e+02,5.449111240797104756e+02,6.400980033821308552e+02,7.403173055560398552e+02
4.718109894208996025e+01,1.001185776777482630e+02,1.579443785564851339e+02,2.202669541082068179e+02,2.868303434103520431e+02,3.574451274336336724e+02,4.319614434368752995e+02,5.102556422862782597e+02,5.922227284637393723e+02,6.777716682445019387e+02,4.204023993196879871e+01,9.349877587121400779e+01,1.527411002770928121e+02,2.189780732316254728e+02,2.916748966367397315e+02,3.704269076302446138e+02,4.549095773553622735e+02,5.448530777115660158e+02,6.400274720161955884e+02,7.402332824975130734e+02
4.718013725328036401e+01,1.001147071730646871e+02,1.579356008144147268e+02,2.202512048438327099e+02,2.868054822098488899e+02,3.574089301295397263e+02,4.319115963383355279e+02,5.101897377955301067e+02,5.921382617663919063e+02,6.776660348509532241e+02,4.203883703512973824e+01,9.349369687640739812e+01,1.527306006981780229e+02,2.189607438059306048e+02,2.916495461836260006e+02,3.703924824473596686e+02,4.548651027832682416e+02,5.447976145189544468e+02,6.399600832513630166e+02,7.401530079978913363e+02
4.717921767888069695e+01,1.001110061607994481e+02,1.579272074320045647e+02,2.202361451382392090e+02,2.867817093674791522e+02,3.573743171600587516e+02,4.318639305316141304e+02,5.101267165040504210e+02,5.920574892146770480e+02,6.775650197594527526e+02,4.203749550145846570e+01,9.348883989798964933e+01,1.527205599936135059e+02,2.189441718728231479e+02,2.916253043537776648e+02,3.703595638265283583e+02,4.548225763589961161e+02,5.447445834236621067e+02,6.398956530248486843e+02,7.400762621687122191e+02
4.717833779527273919e+01,1.001074648873120196e+02,1.579191762925330806e+02,2.202217353179001975e+02,2.867589622756270273e+02,3.573411974066568746e+02,4.318183205995963476e+02,5.100664126898395239e+02,5.919801985516862715e+02,6.774683577213276067e+02,4.203621180469971108e+01,9.348419218749529591e+01,1.527109518203519940e+02,2.189283139370301114e+02,2.916021074532591797e+02,3.703280651352175141e+02,4.547818859328992289e+02,5.446938442360957424e+02,6.398340105616733808e+02,7.400028410229942892e+02
4.717749535071206424e+01,1.001040742905975662e+02,1.579114868474569562e+02,2.202079385219100516e+02,2.867371827643121378e+02,3.573094862076454206e+02,4.317746500097105127e+02,5.100086723663681596e+02,5.919061925450243962e+02,6.773758022546278426e+02,4.203498266824132656e+01,9.347974189817458068e+01,1.527017516981321990e+02,2.189131295797333223e+02,2.915798962963135637e+02,3.702979058789066471e+02,4.547429273114640296e+02,5.446452667267202514e+02,6.397749972394233282e+02,7.399325551141336064e+02
4.717668825089641160e+01,1.001008259422592630e+02,1.579041199848450674e+02,2.201947204660646946e+02,2.867163167290552792e+02,3.572791048168769521e+02,4.317328103693672006e+02,5.099533522994681221e+02,5.918352877287593401e+02,6.772871240735451011e+02,4.203380504420058372e+01,9.347547800954913555e+01,1.526929368536802940e+02,2.188985812011830774e+02,2.915586158279150482e+02,3.702690111865658764e+02,4.547056035894314050e+02,5.445987297885700400e+02,6.397184655646165083e+02,7.398652283088799777e+02
4.717591454594693090e+01,1.000977119950865557e+02,1.578970579105136665e+02,2.201820492297161138e+02,2.866963137946345341e+02,3.572499799146253849e+02,4.316927007531469371e+02,5.099003191189571567e+02,5.917673132665505591e+02,6.772021096690309605e+02,4.203267609453494202e+01,9.347139025924005296e+01,1.526844860799063781e+02,2.188846337880905537e+02,2.915382147826621804e+02,3.702413113457814688e+02,4.546698245464410775e+02,5.445541206808355810e+02,6.396642782483017982e+02,7.398006966795094286e+02
4.717517241861329325e+01,1.000947251356111565e+02,1.578902840405017400e+02,2.201698950629025262e+02,2.866771270108499152e+02,3.572220431650192154e+02,4.316542270939943364e+02,5.098494485147363662e+02,5.917021099227880541e+02,6.771205600241991078e+02,4.203159317394564454e+01,9.346746908125763298e+01,1.526763796084497073e+02,2.188712547030952180e+02,2.915186453760870222e+02,3.702147413820700876e+02,4.546355061011456087e+02,5.445113343446173531e+02,6.396123073700559871e+02,7.397388075021243594e+02
4.717446017359494448e+01,1.000918585411319981e+02,1.578837829036085907e+02,2.201582302116076164e+02,2.866587125768611486e+02,3.571952308150114845e+02,4.316173016315240716e+02,5.098006245082637520e+02,5.916395291301854513e+02,6.770422894500820803e+02,4.203055381438380067e+01,9.346370555007518988e+01,1.526685989941718162e+02,2.188584134939501951e+02,2.914998630248991844e+02,3.701892406777060955e+02,4.546025698166496909e+02,5.444702727831182756e+02,6.395624336208388740e+02,7.396794183496280084e+02
4.717377622785453184e+01,1.000891058407217002e+02,1.578775400529982278e+02,2.201470287591978945e+02,2.866410295910450259e+02,3.571694833304963481e+02,4.315818424114250433e+02,5.097537387914661622e+02,5.915794321436425207e+02,6.769671245290480783e+02,4.202955571098941334e+01,9.346009132986971224e+01,1.526611270103135780e+02,2.188460817203472288e+02,2.914818260931029954e+02,3.701647526258335574e+02,4.545709424518091168e+02,5.444308444994151159e+02,6.395145456163145354e+02,7.396223962692688474e+02
4.717311910180922752e+01,1.000864610797974308e+02,1.578715419858737619e+02,2.201362664823753050e+02,2.866240398237468980e+02,3.571447450656816613e+02,4.315477728306002518e+02,5.097086901260442460e+02,5.915216892713397101e+02,6.768949031546183051e+02,4.202859670932008385e+01,9.345661862840327672e+01,1.526539475532111112e+02,2.188342327965416416e+02,2.914644956613053068e+02,3.701412243161989863e+02,4.545405555535999724e+02,5.443929639857670963e+02,6.394685392732367291e+02,7.395676170358524359e+02
4.717248741132439704e+01,1.000839186878936573e+02,1.578657760704056727e+02,2.201259207201275103e+02,2.866077075105371250e+02,3.571209639623097019e+02,4.315150212233381239e+02,5.096653837969300298e+02,5.914661791751583451e+02,6.768254736578120401e+02,4.202767479371871673e+01,9.345328015503289976e+01,1.526470455556049330e+02,2.188228418481407402e+02,2.914478353168001377e+02,3.701186062492274687e+02,4.545113450863328239e+02,5.443565512591598008e+02,6.394243172423683745e+02,7.395149644727775922e+02
4.717187986042058156e+01,1.000814734493034450e+02,1.578602304791796769e+02,2.201159702543629919e+02,2.865919991638843385e+02,3.570980912756688213e+02,4.314835204843477072e+02,5.096237311144164437e+02,5.914127882333492607e+02,6.767586940111696094e+02,4.202678807672778305e+01,9.345006908248221578e+01,1.526404069076349401e+02,2.188118855816409791e+02,2.914318109623392843e+02,3.700968520755896520e+02,4.544832510939176018e+02,5.443215314383281793e+02,6.393817883921525436e+02,7.394643298339391322e+02
4.717129523461359497e+01,1.000791204763131077e+02,1.578548941284963973e+02,2.201063952010494233e+02,2.865768834014160689e+02,3.570760813247060810e+02,4.314532077249363624e+02,5.095836489600454229e+02,5.913614099591852664e+02,6.766944311027035610e+02,4.202593478943187932e+01,9.344697901195094403e+01,1.526340183847827348e+02,2.188013421654027297e+02,2.914163906417085173e+02,3.700759183586664562e+02,4.544562173918996564e+02,5.442878343580894125e+02,6.393408673379983611e+02,7.394156112403336465e+02
4.717073239485444702e+01,1.000768551847576191e+02,1.578497566229567610e+02,2.200971769108160743e+02,2.865623307890871843e+02,3.570548912638529373e+02,4.314240239590588430e+02,5.095450593719274934e+02,5.913119444701034126e+02,6.766325600728256404e+02,4.202511327262956087e+01,9.344400394126095932e+01,1.526278675820618673e+02,2.187911911209601783e+02,2.914015443804335632e+02,3.700557643576356668e+02,4.544301912862689505e+02,5.442553942172925190e+02,6.393014740126375273e+02,7.393687131659006582e+02
4.717019027196362657e+01,1.000746732716750387e+02,1.578448082047938783e+02,2.200882978780942381e+02,2.865483136978251082e+02,3.570344808744341094e+02,4.313959138162954901e+02,5.095078891656170299e+02,5.912642980023238124e+02,6.765729637080880821e+02,4.202432196877955306e+01,9.344113823571868238e+01,1.526219428538396130e+02,2.187814132236321996e+02,2.913872440401448216e+02,3.700363518291963487e+02,4.544051233164311157e+02,5.442241492570269656e+02,6.392635332735128486e+02,7.393235459677488279e+02
4.716966786155435187e+01,1.000725706948558553e+02,1.578400397075180024e+02,2.200797416579475509e+02,2.865348061723190654e+02,3.570148123737599235e+02,4.313688252791578179e+02,5.094720695871256453e+02,5.912183824665814882e+02,6.765155318862451850e+02,4.202355941460879052e+01,9.343837660145605639e+01,1.526162332587429944e+02,2.187719904115552936e+02,2.913734631852742609e+02,3.700176448460739493e+02,4.543809670199919424e+02,5.441940414662144576e+02,6.392269745435820596e+02,7.392800254564359648e+02
4.716916421938213944e+01,1.000705436541175004e+02,1.578354425134303938e+02,2.200714927898961832e+02,2.865217838108181923e+02,3.569958502402040494e+02,4.313427094423913672e+02,5.094375359949542030e+02,5.911741150410498449e+02,6.764601610677326562e+02,4.202282423435472225e+01,9.343571406099744081e+01,1.526107285091888173e+02,2.187629057023125085e+02,2.913601769608985137e+02,3.699996096307502285e+02,4.543576787172710851e+02,5.441650163118947603e+02,6.391917314823236893e+02,7.392380725024438561e+02
4.716867845706554618e+01,1.000685885741122547e+02,1.578310085146679285e+02,2.200635367280298453e+02,2.865092236548638880e+02,3.569775610527703975e+02,4.313175202921928530e+02,5.094042275684599304e+02,5.911314177979011220e+02,6.764067538291825485e+02,4.202211513355722161e+01,9.343314593083228203e+01,1.526054189250645265e+02,2.187541431164552534e+02,2.913473619807020896e+02,3.699822144029396895e+02,4.543352173136648275e+02,5.441370224919087377e+02,6.391577416840998467e+02,7.391976126753946801e+02
4.716820973817490170e+01,1.000667020885551040e+02,1.578267300774323019e+02,2.200558597768505820e+02,2.864971040880532769e+02,3.569599133437743035e+02,4.312932145034977793e+02,5.093720870400421177e+02,5.910902173604089285e+02,6.763552184350287462e+02,4.202143089336264836e+01,9.343066780084359380e+01,1.526002953912064015e+02,2.187456876072661203e+02,2.913349962240719151e+02,3.699654292395412085e+02,4.543135441182036516e+02,5.441100117078603944e+02,6.391249464012707904e+02,7.391585759129592361e+02
4.716775727462358248e+01,1.000648810257234658e+02,1.578226000091114543e+02,2.200484490323025000e+02,2.864854047430010837e+02,3.569428774634511115e+02,4.312697512536385602e+02,5.093410604489847628e+02,5.910504445877350008e+02,6.763054684437400965e+02,4.202077036529253462e+01,9.342827551537433806e+01,1.525953493182932448e+02,2.187375249962079522e+02,2.913230589415221061e+02,3.699492259459229331e+02,4.542926226767764319e+02,5.440839384564677630e+02,6.390932902897853864e+02,7.391208962166597303e+02
4.716732032335478664e+01,1.000631223951176025e+02,1.578186115280348361e+02,2.200412923275147818e+02,2.864741064157210531e+02,3.569264254553635851e+02,4.312470920509029497e+02,5.093110969149588527e+02,5.910120342849104418e+02,6.762574223454429330e+02,4.202013246641218558e+01,9.342596515581651317e+01,1.525905726068810395e+02,2.187296419135084591e+02,2.913115305676665798e+02,3.699335779374908384e+02,4.542724186187347755e+02,5.440587598376527012e+02,6.390627211752046151e+02,7.390845113721208008e+02
4.716689818329157902e+01,1.000614233751764885e+02,1.578147582356155851e+02,2.200343781828396459e+02,2.864631909867932791e+02,3.569105309416909790e+02,4.312252005766439993e+02,5.092821484294224774e+02,5.909749249356908649e+02,6.762110032282017755e+02,4.201951617490285429e+01,9.342373302457704654e+01,1.525859576142488550e+02,2.187220257434348980e+02,2.913003926410571012e+02,3.699184601306139371e+02,4.542528995155901157e+02,5.440344353778064033e+02,6.390331898372500063e+02,7.390493626915480263e+02
4.716649019251911312e+01,1.000597813019510340e+02,1.578110340906739282e+02,2.200276957597940566e+02,2.864526413486804017e+02,3.568951690174466194e+02,4.312040425397184435e+02,5.092541696633109041e+02,5.909390584563017228e+02,6.761661384702990745e+02,4.201892052596562621e+01,9.342157563028624168e+01,1.525814971238650912e+02,2.187146645738542929e+02,2.912896277302908175e+02,3.699038488420700332e+02,4.542340347508066998e+02,5.440109268669201583e+02,6.390046498112865265e+02,7.390153947764262057e+02
4.716609572568847142e+01,1.000581936586597465e+02,1.578074333857502154e+02,2.200212348185651194e+02,2.864424413386747119e+02,3.568803161529083923e+02,4.311835855421792871e+02,5.092271177895858045e+02,5.909043799681785458e+02,6.761227594563004004e+02,4.201834460804846572e+01,9.341948967414633387e+01,1.525771843171739874e+02,2.187075471496624743e+02,2.912792193658216320e+02,3.698897216962799916e+02,4.542157953996310766e+02,5.439881982083235243e+02,6.389770572051668296e+02,7.389825552986433195e+02
4.716571419162418977e+01,1.000566580660372438e+02,1.578039507252173905e+02,2.200149856787625424e+02,2.864325756769658824e+02,3.568659501034732671e+02,4.311637989552327213e+02,5.092009523193440259e+02,5.908708375880763697e+02,6.760808013147898237e+02,4.201778755935907839e+01,9.341747203734070126e+01,1.525730127475660538e+02,2.187006628297953910e+02,2.912691519769682031e+02,3.698760575396136687e+02,4.541981541181516491e+02,5.439662152799320438e+02,6.389503705301609671e+02,7.389507947984441216e+02
4.716534503110139553e+01,1.000551722734116140e+02,1.578005810050643447e+02,2.200089391831385512e+02,2.864230299093933922e+02,3.568520498263608829e+02,4.311446538045688612e+02,5.091756349503098704e+02,5.908383822340420011e+02,6.760402026759187493e+02,4.201724856463654589e+01,9.341551976936969481e+01,1.525689763162889108e+02,2.186940015474611130e+02,2.912594108337025887e+02,3.698628363611863392e+02,4.541810850407238149e+02,5.439449458060116740e+02,6.389245505446814377e+02,7.389200664977084898e+02
4.716498771479754026e+01,1.000537341504625743e+02,1.577973193941844841e+02,2.200030866640314571e+02,2.864137903544868209e+02,3.568385954035234704e+02,4.311261226642782844e+02,5.091511294266579171e+02,5.908069674458799909e+02,6.760009054470669980e+02,4.201672685217474879e+01,9.341363007726815226e+01,1.525650692501786807e+02,2.186875537733622821e+02,2.912499819927606381e+02,3.698500392195767859e+02,4.541645636851066001e+02,5.439243592385595321e+02,6.388995601097584540e+02,7.388903261272822647e+02
4.716464174139696297e+01,1.000523416795711285e+02,1.577941613170479229e+02,2.199974199122848688e+02,2.864048440544240748e+02,3.568255679702803604e+02,4.311081795586143812e+02,5.091274014092169864e+02,5.907765492189039378e+02,6.759628546050902287e+02,4.201622169105605309e+01,9.341180031563362718e+01,1.525612860810227289e+02,2.186813104816293389e+02,2.912408522477795714e+02,3.698376481749692175e+02,4.541485668645948977e+02,5.439044266474697906e+02,6.388753640552488378e+02,7.388615317671465164e+02
4.716430663582949023e+01,1.000509929487454315e+02,1.577911024376464582e+02,2.199919311484484581e+02,2.863961787295854720e+02,3.568129496491716850e+02,4.310907998709462845e+02,5.091044183551633751e+02,5.907470858498619464e+02,6.759259980037871856e+02,4.201573238859555204e+01,9.341002797735610841e+01,1.525576216264365428e+02,2.186752631182442315e+02,2.912320090830360186e+02,3.698256462262713740e+02,4.541330726066208854e+02,5.438851206187850948e+02,6.388519290558572266e+02,7.388336436983320255e+02
4.716398194763656448e+01,1.000496861450500461e+02,1.577881386446120757e+02,2.199866129960690273e+02,2.863877827363963320e+02,3.568007234886110268e+02,4.310739602593270092e+02,5.090821494064377930e+02,5.907185377940155604e+02,6.758902861952821013e+02,4.201525828796110318e+01,9.340831068504351720e+01,1.525540709721259418e+02,2.186694035717514737e+02,2.912234406305769880e+02,3.698140172527781147e+02,4.541180600772524940e+02,5.438664151603111350e+02,6.388292235161887902e+02,7.388066242656295799e+02
4.716366724946050937e+01,1.000484195485188224e+02,1.577852660373864069e+02,2.199814584568975704e+02,2.863796450282056298e+02,3.567888734059341687e+02,4.310576385780937017e+02,5.090605652861711405e+02,5.906908675324650631e+02,6.758556722642289287e+02,4.201479876597527863e+01,9.340664618304660394e+01,1.525506294554233762e+02,2.186637241460750261e+02,2.912151356304030401e+02,3.698027459600344287e+02,4.541035095111043915e+02,5.438482856140354897e+02,6.388072174640770982e+02,7.387804377501728368e+02
4.716336213563381108e+01,1.000471915264799918e+02,1.577824809133801125e+02,2.199764608878473382e+02,2.863717551189370170e+02,3.567773841345001529e+02,4.310418138050577568e+02,5.090396382024519539e+02,5.906640394488941865e+02,6.758221116737627199e+02,4.201435323106387898e+01,9.340503233006165829e+01,1.525472926499772086e+02,2.186582175352472746e+02,2.912070833934762391e+02,3.697918178295367397e+02,4.540894021462508476e+02,5.438307085747709380e+02,6.387858824514945582e+02,7.387550502511527384e+02
4.716306622087370926e+01,1.000460005283012350e+02,1.577797797560434674e+02,2.199716139795979757e+02,2.863641030492905770e+02,3.567662411745086501e+02,4.310264659738018622e+02,5.090193417588619127e+02,5.906380197149780997e+02,6.757895621222927502e+02,4.201392112135289381e+01,9.340346709223939570e+01,1.525440563515354881e+02,2.186528767999343756e+02,2.911992737673381839e+02,3.697812190719668024e+02,4.540757201636868103e+02,5.438136618145218790e+02,6.387651914624610754e+02,7.387304295758078752e+02
4.716277913906759522e+01,1.000448450804916831e+02,1.577771592237614300e+02,2.199669117366615865e+02,2.863566793553162597e+02,3.567554307472395863e+02,4.310115761106889067e+02,5.089996508712377477e+02,5.906127761837492471e+02,6.757579834102300538e+02,4.201350190290013842e+01,9.340194853678552533e+01,1.525409165647087093e+02,2.186476953455747889e+02,2.911916971041104034e+02,3.697709365836835786e+02,4.540624466310463276e+02,5.437971242121433306e+02,6.387451188273735170e+02,7.387065451371772724e+02
